col0,col1,col2,col3
Jardim da Luz,CONDEPHAAT Good Class,commemorative plaque,São Paulo
War Memorial Plaque Attached to 35 Lower Dagnall Street,Grade II listed building,war memorial,St Albans City and District
War Memorial Plaque Attached to 11 Pageant Road,Grade II listed building,war memorial,St Albans City and District
War Memorial Plaque Attached to 80 and 82 Sopwell Lane,Grade II listed building,war memorial,St Albans City and District
War Memorial Plaque Attached to 1 Bardwell Road and 22 Thorpe Road,Grade II listed building,war memorial,St Albans City and District
War Memorial Plaque Attached to 34 and 36 Albert Street,Grade II listed building,war memorial,St Albans City and District
Polled Hereford Breed Origin Site,place listed on the National Register of Historic Places,farm,Warren County
Jardim da Luz,CONDEPHAAT Good Class,park,São Paulo
Site of former Summerside Drill Shed,registered historic place,commemorative plaque,Summerside
Voyageurs plaque,designated heritage property (part IV),commemorative plaque,Sault Ste. Marie
Red River Expedition plaque,designated heritage property (part IV),commemorative plaque,Sault Ste. Marie
