col0,col1,col2,col3,col4,col5
1986 UCI Road World Championships – Women's road race,Jeannie Longo,UCI Road World Championships – Women's road race,1986 UCI Road World Championships,road bicycle racing,1987 UCI Road World Championships – Women's road race
1985 UCI Road World Championships – Women's road race,Jeannie Longo,UCI Road World Championships – Women's road race,1985 UCI Road World Championships,road bicycle racing,1986 UCI Road World Championships – Women's road race
1983 UCI Road World Championships – Women's road race,Maria Canins,UCI Road World Championships – Women's road race,1983 UCI Road World Championships,road bicycle racing,1985 UCI Road World Championships – Women's road race
1981 UCI Road World Championships – Women's road race,Jeannie Longo,UCI Road World Championships – Women's road race,1981 UCI Road World Championships,road bicycle racing,1982 UCI Road World Championships – Women's road race
1979 UCI Road World Championships – Women's road race,Beate Habetz,UCI Road World Championships – Women's road race,1979 UCI Road World Championships,road bicycle racing,1980 UCI Road World Championships – Women's road race
1978 UCI Road World Championships – Women's road race,Beate Habetz,UCI Road World Championships – Women's road race,1978 UCI Road World Championships,road bicycle racing,1979 UCI Road World Championships – Women's road race
1977 UCI Road World Championships – Women's road race,Connie Carpenter-Phinney,UCI Road World Championships – Women's road race,1977 UCI Road World Championships,road bicycle racing,1978 UCI Road World Championships – Women's road race
1976 UCI Road World Championships – Women's road race,Yvonne Reynders,UCI Road World Championships – Women's road race,1976 UCI Road World Championships,road bicycle racing,1977 UCI Road World Championships – Women's road race
1975 UCI Road World Championships – Women's road race,Keetie van Oosten-Hage,UCI Road World Championships – Women's road race,1975 UCI Road World Championships,road bicycle racing,1976 UCI Road World Championships – Women's road race
1974 UCI Road World Championships – Women's road race,Keetie van Oosten-Hage,UCI Road World Championships – Women's road race,1974 UCI Road World Championships,road bicycle racing,1975 UCI Road World Championships – Women's road race
1973 UCI Road World Championships – Women's road race,Keetie van Oosten-Hage,UCI Road World Championships – Women's road race,1973 UCI Road World Championships,road bicycle racing,1974 UCI Road World Championships – Women's road race
