col0,col1,col2,col3
Böel,Cultural heritage monuments in Böel,13.66,Germany
Neuendorf,Cultural heritage monuments in Neuendorf,9.64,Germany
Erden,Cultural heritage monuments in Erden,3.69,Germany
Steinberg am See,"list of monuments  in Steinberg am See, Germany",20.21,Germany
Elsendorf,List of monuments in Elsendorf,32.63,Germany
Adlkofen,List of monuments in Adlkofen,47.81,Germany
Sulzfeld,Cultural heritage monuments in Sulzfeld,22.52,Germany
Sachsenkam,list of monuments in Sachsenkam,15.92,Germany
Oberreichenbach,Cultural heritage monuments in Oberreichenbach,4.82,Germany
Kissing,Cultural heritage monuments in Kissing (Bavaria),23.12,Germany
Grödersby,Cultural heritage monuments in Grödersby,6.64,Germany
