col0,col1,col2,col3,col4
2020 Danmark Rundt,2020-08-11,Denmark,2019 Danmark Rundt,2.Pro
2019 Danmark Rundt,2019-08-21,Denmark,2018 Danmark Rundt,2.HC
2018 Danmark Rundt,2018-08-01,Denmark,2017 Danmark Rundt,2.HC
2017 Danmark Rundt,2017-09-12,Denmark,2016 Danmark Rundt,2.HC
2016 Danmark Rundt,2016-07-27,Denmark,2015 Danmark Rundt,2.HC
2020 Danmark Rundt,2020-08-11,Denmark,2019 Danmark Rundt,Danmark Rundt
2019 Danmark Rundt,2019-08-21,Denmark,2018 Danmark Rundt,Danmark Rundt
2003 Danmark Rundt,2003-08-12,Denmark,2002 Danmark Rundt,Danmark Rundt
2002 Danmark Rundt,2002-08-13,Denmark,2001 Danmark Rundt,Danmark Rundt
2001 Danmark Rundt,2001-08-14,Denmark,2000 Danmark Rundt,Danmark Rundt
2000 Danmark Rundt,2000-08-01,Denmark,1999 Danmark Rundt,Danmark Rundt
