col0,col1,col2,col3
2019 European Parliament election in Spain,election to the European Parliament,Spain,José García-Margallo y Marfil
2014 European Parliament election in Spain,election to the European Parliament,Spain,Willy Meyer Pleite
1994 European Parliament election in Spain,election to the European Parliament,Spain,Paquita Sauquillo
2019 European Parliament election in Scotland,election to the European Parliament,United Kingdom,Aileen McLeod
2019 European Parliament election in Yorkshire and the Humber,election to the European Parliament,United Kingdom,Richard Corbett
2019 European Parliament election in West Midlands,election to the European Parliament,United Kingdom,Anthea McIntyre
2019 European Parliament election in South West England,election to the European Parliament,United Kingdom,Ann Widdecombe
2019 European Parliament election in South East England,election to the European Parliament,United Kingdom,Nigel Farage
2019 European Parliament election in North West England,election to the European Parliament,United Kingdom,Chris Davies
2019 European Parliament election in North East England,election to the European Parliament,United Kingdom,Brian Monteith
