col0,col1,col2,col3,col4
Laidi Parish,1010,114.84113,parish of Latvia,Latvia
Ģibuļi Parish,2166,319.550791,parish of Latvia,Latvia
Kurmāle Parish,1938,113.85397,parish of Latvia,Latvia
Krimulda Parish,3639,178.341842,parish of Latvia,Latvia
Krape Parish,624,72.468745,parish of Latvia,Latvia
Kabile Parish,715,178.660161,parish of Latvia,Latvia
Jumprava Parish,1745,87.082581,parish of Latvia,Latvia
Jaunsāti Parish,888,95.26483,parish of Latvia,Latvia
Līvbērze Parish,1993,146.120383,parish of Latvia,Latvia
Priekule Parish,529,152.770833,parish of Latvia,Latvia
Vecsaule Parish,1862,164.113586,parish of Latvia,Latvia
Lazduleja Parish,249,86.94274,parish of Latvia,Latvia
