col0,col1,col2,col3
Dobrinka,UTC+03:00,Russia,Volgograd Oblast
Rekunovka,UTC+03:00,Russia,Starooskolsky Urban Okrug
"Plota, Starooskolsky District, Belgorod Oblast",UTC+03:00,Russia,Starooskolsky Urban Okrug
"Ignatovka, Belgorod Oblast",UTC+03:00,Russia,Starooskolsky Urban Okrug
Ilyiny,UTC+03:00,Russia,Starooskolsky Urban Okrug
Cheremukhov,UTC+04:00,Russia,Mikhaylovka Urban Okrug
Frolov,UTC+04:00,Russia,Mikhaylovka Urban Okrug
Troitsky,UTC+04:00,Russia,Mikhaylovka Urban Okrug
Tishanka,UTC+04:00,Russia,Mikhaylovka Urban Okrug
Sukhov 2-y,UTC+04:00,Russia,Mikhaylovka Urban Okrug
Sukhov 1-y,UTC+04:00,Russia,Mikhaylovka Urban Okrug
