col0,col1,col2,col3
Madeline M. Ullom,Women's Overseas Service League,veteran,Thomas Jefferson University Hospital
Jean Schiffman,Women's Overseas Service League,veteran,Trinity University
Patricia A. Silvestre,Women's Overseas Service League,veteran,Columbia University
Mary Ruth Pullig,Women's Overseas Service League,veteran,University of Texas Medical Branch
Mary Patricia Laughlin,Women's Overseas Service League,veteran,University of Colorado
Esther Jane McNeil,Women's Overseas Service League,veteran,University of Minnesota
Mildred C. Fritz,Women's Overseas Service League,veteran,The Catholic University of America
Erna Thompson,Women's Overseas Service League,veteran,University of Chicago
Virginia Louise Brown,Women's Overseas Service League,veteran,East Tennessee State University
Theodora C. Smolinski,Women's Overseas Service League,veteran,Philadelphia School for Occupational Therapy
Ruth Fournier Barker,Women's Overseas Service League,veteran,Pennsylvania State University
Marion Anna Steinhilber,Women's Overseas Service League,veteran,Boston University
