col0,col1,col2,col3
Nehden substation,electrical substation,Brilon,Nehden
Mechlenreuth substation,electrical substation,Münchberg,Mechlenreuth
Linde substation,electrical substation,Wuppertal,Linde
Ließem substation,electrical substation,Wachtberg,Ließem
Kruckel substation,electrical substation,Dortmund,Kruckel
Kriegenbrunn substation,electrical substation,Erlangen,Kriegenbrunn
Herlasgrün substation,electrical substation,Pöhl,Herlasgrün
Altenkleusheim substation,electrical substation,Olpe,Altenkleusheim
Aruküla substation,electrical substation,Raasiku Rural Municipality,Aruküla
Paşaköy substation,electrical substation,Sancaktepe,Paşaköy
İkitelli substation,electrical substation,Başakşehir,İkitelli
Oberjettingen substation,electrical substation,Jettingen,Oberjettingen
