col0,col1,col2,col3,col4
2012 Hungarian Team Badminton Championships,WikiProject Badminton/tournament focus list,2013 Hungarian Team Badminton Championships,Hungarian Team Badminton Championships,badminton
1981 Hungarian Team Badminton Championships,WikiProject Badminton/tournament focus list,1982 Hungarian Team Badminton Championships,Hungarian Team Badminton Championships,badminton
1987 Hungarian Team Badminton Championships,WikiProject Badminton/tournament focus list,1988 Hungarian Team Badminton Championships,Hungarian Team Badminton Championships,badminton
2004 Hungarian Team Badminton Championships,WikiProject Badminton/tournament focus list,2005 Hungarian Team Badminton Championships,Hungarian Team Badminton Championships,badminton
1980 Hungarian Team Badminton Championships,WikiProject Badminton/tournament focus list,1981 Hungarian Team Badminton Championships,Hungarian Team Badminton Championships,badminton
2001 Hungarian Team Badminton Championships,WikiProject Badminton/tournament focus list,2002 Hungarian Team Badminton Championships,Hungarian Team Badminton Championships,badminton
1996 Hungarian Team Badminton Championships,WikiProject Badminton/tournament focus list,1997 Hungarian Team Badminton Championships,Hungarian Team Badminton Championships,badminton
1990 Hungarian Team Badminton Championships,WikiProject Badminton/tournament focus list,1991 Hungarian Team Badminton Championships,Hungarian Team Badminton Championships,badminton
2011 Hungarian Team Badminton Championships,WikiProject Badminton/tournament focus list,2012 Hungarian Team Badminton Championships,Hungarian Team Badminton Championships,badminton
1968 Hungarian Team Badminton Championships,WikiProject Badminton/tournament focus list,1969 Hungarian Team Badminton Championships,Hungarian Team Badminton Championships,badminton
2000 Hungarian Team Badminton Championships,WikiProject Badminton/tournament focus list,2001 Hungarian Team Badminton Championships,Hungarian Team Badminton Championships,badminton
