col0,col1,col2,col3
2005 Brazil Badminton Championships,Brazil,2005 Brazil Badminton Championships – Men's singles,2006 Brazil Badminton Championships
2004 Brazil Badminton Championships,Brazil,2004 Brazil Badminton Championships – Men's singles,2005 Brazil Badminton Championships
2028 Brazil Badminton Championships,Brazil,2028 Brazil Badminton Championships – Men's doubles,2029 Brazil Badminton Championships
2027 Brazil Badminton Championships,Brazil,2027 Brazil Badminton Championships – Men's doubles,2028 Brazil Badminton Championships
2026 Brazil Badminton Championships,Brazil,2026 Brazil Badminton Championships – Men's doubles,2027 Brazil Badminton Championships
2025 Brazil Badminton Championships,Brazil,2025 Brazil Badminton Championships – Men's doubles,2026 Brazil Badminton Championships
2024 Brazil Badminton Championships,Brazil,2024 Brazil Badminton Championships – Men's doubles,2025 Brazil Badminton Championships
2023 Brazil Badminton Championships,Brazil,2023 Brazil Badminton Championships – Men's doubles,2024 Brazil Badminton Championships
2022 Brazil Badminton Championships,Brazil,2022 Brazil Badminton Championships – Men's doubles,2023 Brazil Badminton Championships
2021 Brazil Badminton Championships,Brazil,2021 Brazil Badminton Championships – Men's doubles,2022 Brazil Badminton Championships
2020 Brazil Badminton Championships,Brazil,2020 Brazil Badminton Championships – Men's doubles,2021 Brazil Badminton Championships
