col0,col1,col2,col3
Golden Green plane crash,Air Union,F.60 no. 2,Paris–Le Bourget Airport
Ukraine International Airlines Flight 752,Ukraine International Airlines,Boeing 737-800,Tehran Imam Khomeini International Airport
2020 New Taipei helicopter crash,Republic of China Air Force,UH-60 Black Hawk,Taipei Songshan Airport
Goodwater air disaster,United States Army Air Corps,29-28,Langley Field
Iran Aseman Airlines Flight 3704,Iran Aseman Airlines,ATR 72-200,Mehrabad International Airport
Utair Flight 579,UTair Aviation,Boeing 737-800,Vnukovo International Airport
Saratov Airlines Flight 703,Saratov Airlines,An-148,Domodedovo International Airport
Toledo plane crash,Stout Air Services,4-AT-09,Toledo
Ethiopian Airlines Flight 302,Ethiopian Airlines,Boeing 737 MAX,Addis Ababa Bole International Airport
2019 Taplejung helicopter crash,Air Dynasty,AS350B3e Écureuil,Taplejung District
Nigtevecht KLM crash,KLM,F.VIII c/n 5042,Hamburg Airport
Amsterdam SGTA crash,Société Générale des Transports Aériens,F.61 no. 41,Amsterdam Airport Schiphol
Lion Air Flight 610,Lion Air,Boeing 737 MAX,Jakarta
Arnsberg plane crash,Deutsche Luft Hansa,J3004,Berlin
2016 Silk Way Airlines Antonov An-12 crash,Silk Way Airline,An-12,Dwyer Airport
