col0,col1,col2,col3,col4
Grebnice-Bunčići necropolis,Bileća,Bosnia and Herzegovina,1.18,part of World Heritage Site
Kalufi necropolis,Nevesinje,Bosnia and Herzegovina,1.99,part of World Heritage Site
Borak necropolis,Rogatica,Bosnia and Herzegovina,3,part of World Heritage Site
Luburić field necropolis,Sokolac,Bosnia and Herzegovina,3,part of World Heritage Site
Mramor,Foča,Bosnia and Herzegovina,2.22,part of World Heritage Site
Borak necropolis,Rogatica Municipality,Bosnia and Herzegovina,3,National Monument of Bosnia and Herzegovina
Mramor,Foča Municipality,Bosnia and Herzegovina,2.22,National Monument of Bosnia and Herzegovina
Borak necropolis,Rogatica,Bosnia and Herzegovina,3,National Monument of Bosnia and Herzegovina
Mramor,Foča,Bosnia and Herzegovina,2.22,National Monument of Bosnia and Herzegovina
Boljuni necropolis,Bjelojevići,Bosnia and Herzegovina,1.06,part of World Heritage Site
Radimlja,Stolac,Bosnia and Herzegovina,1.48,part of World Heritage Site
necropolis of Pantalica,Ferla,Italy,205.86,part of World Heritage Site
