col0,col1,col2,col3
Basic Unit of Settlement code,Czech neighbourhood ID code,Chořelice,Wikidata property for authority control for administrative subdivisions
Indian census area code,Indian census area code (2011),Bihar,Wikidata property for authority control for administrative subdivisions
Swedish county letter,ISO 3166-2 code,Örebro County,Wikidata property for authority control for administrative subdivisions
Czech neighbourhood ID code,Czech street ID,Útěchvosty,Wikidata property for authority control for administrative subdivisions
administrative code of Indonesia,village code of Indonesia,Central Java,Wikidata property for authority control for administrative subdivisions
INSEE department code,INSEE municipality code,Côtes-d'Armor,Wikidata property for authority control for administrative subdivisions
INSEE region code,INSEE municipality code,Brittany,Wikidata property for authority control for administrative subdivisions
INSEE canton code,INSEE municipality code,canton of Fontaine-lès-Dijon,Wikidata property for authority control for administrative subdivisions
M.49 code,ISO 3166-1 numeric code,South America,Wikidata property for authority control for administrative subdivisions
TERYT municipality code,SIMC place ID,Gdynia,Wikidata property for authority control for administrative subdivisions
Brazilian municipality code,INE ID (Portugal),Fortaleza,Wikidata property for authority control for administrative subdivisions
German regional key,German municipality key,Bavaria,Wikidata property for authority control for administrative subdivisions
