col0,col1,col2,col3,col4
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 65/2,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 65/6,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 51/14,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 50/4,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 50/5,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 50/3,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 50/15,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 50/19,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 51/21,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 51/22,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 50/25,109.1,GLAM Museu Paulista,printed matter,1930-01-01
Mappa Topographico do Municipio de São Paulo - Parte Principal da Cidade - Folha 52/3,109.1,GLAM Museu Paulista,paper,1930-01-01
