col0,col1,col2,col3
canton of Tannay,arrondissement of Clamecy,Saizy,canton of Clamecy
canton of Varzy,arrondissement of Clamecy,Villiers-le-Sec,canton of Clamecy
canton of Tannay,arrondissement of Clamecy,Vignol,canton of Clamecy
canton of Maisons-Alfort-Nord,Val-de-Marne,Maisons-Alfort,Charenton-le-Pont
canton of Mont-Saint-Martin,arrondissement of Briey,Réhon,Canton of Esch-sur-Alzette
canton of Cattenom,arrondissement of Thionville-Est,Basse-Rentgen,Canton of Esch-sur-Alzette
canton of Mont-Saint-Martin,arrondissement of Briey,Réhon,Arrondissement of Arlon
canton of Carignan,arrondissement of Sedan,Margut,canton of Montmédy
canton of Herserange,arrondissement of Briey,Mexy,Canton of Esch-sur-Alzette
canton of Clamecy,arrondissement of Clamecy,Armes,canton of Coulanges-sur-Yonne
canton of Écouen,arrondissement of Sarcelles,Saint-Brice-sous-Forêt,canton of Domont
canton of Saint-Leu-la-Forêt,arrondissement of Pontoise,Montlignon,canton of Domont
