col0,col1,col2,col3,col4
Janatov,house,part of municipality in the Czech Republic,Lodín,Bohemia
Nové Dvory,house,part of municipality in the Czech Republic,Dolní Hořice,Bohemia
Nové Domky,house,part of municipality in the Czech Republic,Loučovice,Bohemia
Nedvědice,house,part of municipality in the Czech Republic,Soběslav,Bohemia
Krupá,house,part of municipality in the Czech Republic,Křesetice,Bohemia
Kožlí u Čížové,house,part of municipality in the Czech Republic,Předotice,Bohemia
Ladečka,house,part of municipality in the Czech Republic,Horní Podluží,Bohemia
Koporeč,house,part of municipality in the Czech Republic,Lišnice,Bohemia
Hedčany,house,part of municipality in the Czech Republic,Kožlany,Bohemia
Dvorec,house,part of municipality in the Czech Republic,Dub,Bohemia
