col0,col1,col2,col3
Gifhorn,174749,rural district of Lower Saxony,Andreas Ebel
Göttingen district,327065,rural district of Lower Saxony,Bernhard Reuter
Hildesheim,277300,rural district of Lower Saxony,Olaf Levonen
Hamelin-Pyrmont,148265,rural district of Lower Saxony,Tjark Bartels
Hanover region,1149594,rural district of Lower Saxony,Hauke Jagau
Diepholz,215082,rural district of Lower Saxony,Cord Bockhop
Ammerland,122698,rural district of Lower Saxony,Jörg Bensberg
Cloppenburg,165930,rural district of Lower Saxony,Johann Wimberg
County of Bentheim,135770,rural district of Lower Saxony,Friedrich Kethorn
Emsland,321391,rural district of Lower Saxony,Reinhard Winter
