col0,col1,col2,col3
Vocational Education and Training Funding Amendment Act 2001,Australia,royal assent,Vocational Education and Training Funding Amendment Act 2001
Parliamentary Contributory Superannuation Amendment Act 2001,Australia,royal assent,Parliamentary Contributory Superannuation Amendment Act 2001
Higher Education Funding Amendment Act 2001,Australia,royal assent,Higher Education Funding Amendment Act 2001
Passenger Movement Charge Amendment Act 2001,Australia,royal assent,Passenger Movement Charge Amendment Act 2001
Primary Industries and Energy Research and Development Amendment Act 2001,Australia,royal assent,Primary Industries and Energy Research and Development Amendment Act 2001
Export Market Development Grants Amendment Act 2001,Australia,royal assent,Export Market Development Grants Amendment Act 2001
Governor-General Legislation Amendment Act 2001,Australia,royal assent,Governor-General Legislation Amendment Act 2001
Great Barrier Reef Marine Park Amendment Act 2001,Australia,royal assent,Great Barrier Reef Marine Park Amendment Act 2001
Communications and the Arts Legislation Amendment Act 2001,Australia,royal assent,Communications and the Arts Legislation Amendment Act 2001
Aircraft Noise Levy Collection Amendment Act 2001,Australia,royal assent,Aircraft Noise Levy Collection Amendment Act 2001
Therapeutic Goods Amendment Act 2001,Australia,royal assent,Therapeutic Goods Amendment Act 2001
