col0,col1,col2,col3,col4
Autonomous Region of Bougainville,Papua New Guinea,Papua New Guinea,349358,Rotokas
Kinshasa,Democratic Republic of the Congo,Kinshasa,11855000,Swahili
Port Moresby,Papua New Guinea,Papua New Guinea,364125,Grass Koiari
Autonomous Region of Bougainville,Papua New Guinea,Papua New Guinea,349358,Uisai
Port Moresby,Papua New Guinea,Papua New Guinea,364125,Toura language
Autonomous Region of Bougainville,Papua New Guinea,Papua New Guinea,349358,Nukuria
Port Moresby,Papua New Guinea,Papua New Guinea,364125,Kuni
Azad Kashmir,Pakistan,Pakistan,4567982,Kundal Shahi
Autonomous Region of Bougainville,Papua New Guinea,Papua New Guinea,349358,Koromira
Port Moresby,Papua New Guinea,Papua New Guinea,364125,Koita language
