col0,col1,col2,col3
GM05126,GM05125,Homo sapiens,Duchenne muscular dystrophy
GM05124,GM05123,Homo sapiens,Duchenne muscular dystrophy
GM05115,GM05114,Homo sapiens,Duchenne muscular dystrophy
GM05113,GM05112,Homo sapiens,Duchenne muscular dystrophy
GM05379,GM05378,Homo sapiens,retinitis pigmentosa
GM05346,GM05345,Homo sapiens,retinitis pigmentosa
GM05321,GM05320,Homo sapiens,retinitis pigmentosa
GM05060,GM05059,Homo sapiens,retinitis pigmentosa
GM05058,GM05057,Homo sapiens,retinitis pigmentosa
GM16785,GM05091,Homo sapiens,ichthyosis
GM03226,GM05067,Homo sapiens,trisomy 9
GM03225,GM05066,Homo sapiens,trisomy 9
GM04837,GM05376,Homo sapiens,Huntington disease
GM04894,GM05031,Homo sapiens,Huntington disease
GM04915,GM05030,Homo sapiens,Huntington disease
