col0,col1,col2,col3
cystatins,protease inhibitor,Cystatin domain,cysteine-type endopeptidase inhibitor activity
Cytochrome c family,hemeprotein,Cytochrome c-like domain,electron transfer activity
Calcineurin-like phosphoesterase,hydrolase,"Calcineurin-like phosphoesterase domain, ApaH type",hydrolase activity
FAD-oxidase,oxidoreductases,"FAD linked oxidase, N-terminal",oxidoreductase activity
Dipeptidyl-peptidase IV family,serine proteases,"Dipeptidylpeptidase IV, N-terminal domain",serine-type peptidase activity
Pectic acid lyase,lyase,Pectate lyase domain,pectate lyase activity
aminoglycoside phosphotransferase,kinase,Aminoglycoside phosphotransferase domain,aminoglycoside phosphotransferase activity
"Limonene-1,2-epoxide hydrolase",hydrolase,"Limonene-1,2-epoxide hydrolase domain","limonene-1,2-epoxide hydrolase activity"
Monovalent cation:proton antiporter-2,porter,K+/H+ exchanger domain,monovalent cation:proton antiporter activity
Vitamin K epoxide reductase,oxidoreductases,Vitamin K epoxide reductase domain,vitamin-K-epoxide reductase (warfarin-sensitive) activity
