col0,col1,col2,col3,col4
1948–49 Czechoslovakia men's national ice hockey team season,1948-1949 one-year-period,1949-01-01,1948-01-01,Czechoslovakia men's national ice hockey team
1947–48 Czechoslovakia men's national ice hockey team season,1947-1948 one-year-period,1948-01-01,1947-01-01,Czechoslovakia men's national ice hockey team
1946–47 Czechoslovakia men's national ice hockey team season,1946-1947 one-year-period,1947-01-01,1946-01-01,Czechoslovakia men's national ice hockey team
1945–46 Czechoslovakia men's national ice hockey team season,1945-1946 one-year-period,1946-01-01,1945-01-01,Czechoslovakia men's national ice hockey team
1938–39 Czechoslovakia men's national ice hockey team season,1938-1939 one-year-period,1939-01-01,1938-01-01,Czechoslovakia men's national ice hockey team
1937–38 Czechoslovakia men's national ice hockey team season,1937-1938 one-year-period,1938-01-01,1937-01-01,Czechoslovakia men's national ice hockey team
1936–37 Czechoslovakia men's national ice hockey team season,1936-1937 one-year-period,1937-01-01,1936-01-01,Czechoslovakia men's national ice hockey team
1935–36 Czechoslovakia men's national ice hockey team season,1935-1936 one-year-period,1936-01-01,1935-01-01,Czechoslovakia men's national ice hockey team
1934–35 Czechoslovakia men's national ice hockey team season,1934-1935 one-year-period,1935-01-01,1934-01-01,Czechoslovakia men's national ice hockey team
1933–34 Czechoslovakia men's national ice hockey team season,1933-1934 one-year-period,1934-01-01,1933-01-01,Czechoslovakia men's national ice hockey team
