col0,col1,col2,col3
By the Way World Tour,United States of America,2002-04-13,Red Hot Chili Peppers 2001 Tour
Evil Empire Tour,United States of America,1996-01-12,Rage Against the Machine's 1994–1995 Tour
Californication Tour,United States of America,1999-06-18,One Hot Minute Tour
Empezar desde Cero Tour 2008,Mexico,2008-02-02,Tour Celestial
Eliminator Tour,United States of America,1983-05-06,El Loco-Motion Tour
"Cocked, Locked, Ready to Rock Tour",United States of America,2010-05-17,Aerosmith/ZZ Top Tour
Destroyer Tour,United States of America,1976-07-03,Alive! Tour
Lynyrd Skynyrd Tribute Tour,United States of America,1987-09-23,Street Survivors Tour
Gimme Back My Bullets Tour,United States of America,1975-12-10,Nuthin' Fancy Tour
Lynyrd Skynyrd 1991 Tour,United States of America,1991-07-17,Lynyrd Skynyrd Tribute Tour
