col0,col1,col2,col3,col4
USA-206,GPS satellite,Delta II,Lockheed Martin,2009-08-17
USA-203,GPS satellite,Delta II,Lockheed Martin,2009-03-24
USA-201,GPS satellite,Delta II,Lockheed Martin,2008-03-15
USA-199,GPS satellite,Delta II,Lockheed Martin,2007-12-20
USA-196,GPS satellite,Delta II,Lockheed Martin,2007-10-17
USA-192,GPS satellite,Delta II,Lockheed Martin,2006-11-17
USA-190,GPS satellite,Delta II,Lockheed Martin,2006-09-25
USA-178,GPS satellite,Delta II,Lockheed Martin,2004-06-23
USA-180,GPS satellite,Delta II,Lockheed Martin,2004-11-06
USA-177,GPS satellite,Delta II,Lockheed Martin,2004-03-20
USA-168,GPS satellite,Delta II,Lockheed Martin,2003-03-31
