col0,col1,col2,col3,col4
Funerary stele for Nabastet-MAHG A 2009-2,Musée d'Art et d'Histoire,Ancient Egypt,item of collection or exhibition,Tell el-Maschuta
Stele of the bodyguard of King Ioui-MAHG D 46,Musée d'Art et d'Histoire,Ancient Egypt,item of collection or exhibition,Abydos
Stele-MAHG D 52,Musée d'Art et d'Histoire,Ancient Egypt,item of collection or exhibition,Thebes
Stele of Irynefer-MAHG D 0051,Musée d'Art et d'Histoire,Ancient Egypt,archaeological artifact,Abydos
Stele of Ameny-MAHG D 0050,Musée d'Art et d'Histoire,Ancient Egypt,archaeological artifact,Abydos
Late funerary stele-MAHG 9462,Musée d'Art et d'Histoire,Ancient Egypt,archaeological artifact,Terenuthis
Stele of an offering of a veal-MAHG 23476,Musée d'Art et d'Histoire,Ancient Egypt,archaeological artifact,Amarna
Fragmentary list of offerings-MAHG D 560,Musée d'Art et d'Histoire,Ancient Egypt,archaeological artifact,Thebes
Funerary stele for Nabastet-MAHG A 2009-2,Musée d'Art et d'Histoire,Ancient Egypt,archaeological artifact,Tell el-Maschuta
Stele of the bodyguard of King Ioui-MAHG D 46,Musée d'Art et d'Histoire,Ancient Egypt,archaeological artifact,Abydos
Stele-MAHG D 52,Musée d'Art et d'Histoire,Ancient Egypt,archaeological artifact,Thebes
