col0,col1,col2,col3
Rock 'n' Roll Music,The Beatles at the Hollywood Bowl,The Beatles,double album
Iparhi Logos,The Game of Love,Helena Paparizou,double album
Live!!,Concerto Suite for Electric Guitar and Orchestra,Yngwie Malmsteen,double album
Bëlga 3,Zigilemez,Bëlga,double album
Songs for Tibet: The Art of Peace,The Art Of Peace - Songs For Tibet II,various artists,double album
Anthems,Volk,Laibach,remix album
Colección 1985-1998,Crepúsculo,Duncan Dhu,greatest hits album
My Hits and Love Songs,Glen Campbell in Concert with the South Dakota Symphony,Glen Campbell,compilation album
30 grandes canciones,Navegando por ti,José Luis Perales,compilation album
Anthems,Volk,Laibach,compilation album
Romance,Live from Las Vegas,Frank Sinatra,compilation album
Ar Pep Gwellañ,40th Anniversary Olympia 2012,Alan Stivell,compilation album
