col0,col1,col2,col3
"Stepwell near Jami Masjid, Champaner",stepwell,India,Monument of National Importance
"Helical stepwell, Champaner",stepwell,India,Monument of National Importance
Halad stepwell,stepwell,India,State Protected Monument
Bhadrakali Mata Stepwell,stepwell,India,State Protected Monument
Khathwada stepwell,stepwell,India,State Protected Monument
Ra Khengar Vav,stepwell,India,State Protected Monument
Choron ki Baoli,stepwell,India,Monument of National Importance
Baoli Ghaus Ali Shah,stepwell,India,Monument of National Importance
Navghan Kuvo,stepwell,India,State Protected Monument
Gandhak ki Baoli,stepwell,India,Monument of National Importance
Munirka Baoli,stepwell,India,Monument of National Importance
Nizamuddin Baoli,stepwell,India,Monument of National Importance
Mithi Vav,stepwell,India,State Protected Monument
