col0,col1,col2,col3
Abu Dhabi Air Force Hunter fleet,aircraft fleet,Hunter,Abu Dhabi Air Force Hunter FGA.Mk 76 fleet
United Arab Emirates Air Force Mirage 5 fleet,aircraft fleet,Mirage 5,Mirage 5DAD fleet
United Arab Emirates Air Force Mirage fleet,aircraft fleet,Mirage,Abu Dhabi Air Force Mirage III fleet
United Arab Emirates Air Force combat aircraft fleet,aircraft fleet,combat aircraft,F-16E/F Desert Falcon fleet
Mi-2 fleet,aircraft fleet,Mi-2,Algerian Air Force Mi-2 fleet
OH-58 Kiowa fleet,aircraft fleet,OH-58 Kiowa,OH-58A in Australian service
F-7 fleet,aircraft fleet,F-7,Albanian F-7A fleet
S-70 fleet,aircraft fleet,S-70,S-70 in Australian service
Su-24 fleet,aircraft fleet,Su-24,Algerian Air Force Su-24 fleet
global attack aircraft fleet,aircraft fleet,attack aircraft,Su-25 fleet
global multi-role combat aircraft fleet,aircraft fleet,multi-role combat aircraft,MiG-29 fleet
