col0,col1,col2,col3,col4
Blossia gens,feminine,ancient Rome,classical antiquity,1870 Dictionary of Greek and Roman Biography and Mythology
Burriena gens,feminine,ancient Rome,classical antiquity,1870 Dictionary of Greek and Roman Biography and Mythology
Balventia gens,feminine,ancient Rome,classical antiquity,1870 Dictionary of Greek and Roman Biography and Mythology
Folia gens,feminine,ancient Rome,classical antiquity,1870 Dictionary of Greek and Roman Biography and Mythology
Cloelia gens,feminine,ancient Rome,classical antiquity,1870 Dictionary of Greek and Roman Biography and Mythology
Aebutia gens,feminine,ancient Rome,classical antiquity,1870 Dictionary of Greek and Roman Biography and Mythology
Attia gens,feminine,ancient Rome,classical antiquity,Real'nyj slovar' klassicheskih drevnostej po Ljubkeru
Maelia gens,feminine,ancient Rome,classical antiquity,Real'nyj slovar' klassicheskih drevnostej po Ljubkeru
Pompilia gens,feminine,ancient Rome,classical antiquity,Real'nyj slovar' klassicheskih drevnostej po Ljubkeru
Galeria gens,feminine,ancient Rome,classical antiquity,Real'nyj slovar' klassicheskih drevnostej po Ljubkeru
