col0,col1,col2,col3,col4
Es Mercadal,municipality of Spain,UTC+01:00,Menorca,Mediterranean Sea
Es Castell,municipality of Spain,UTC+01:00,Menorca,Mediterranean Sea
Llucmajor,municipality of Spain,UTC+01:00,Majorca,Mediterranean Sea
Capdepera,municipality of Spain,UTC+01:00,Majorca,Mediterranean Sea
Sant Lluís,municipality of Spain,UTC+01:00,Menorca,Mediterranean Sea
Santa Margalida,municipality of Spain,UTC+01:00,Majorca,Mediterranean Sea
Es Migjorn Gran,municipality of Spain,UTC+01:00,Menorca,Mediterranean Sea
Sant Josep de sa Talaia,municipality of Spain,UTC+01:00,Ibiza,Mediterranean Sea
Santanyí,municipality of Spain,UTC+01:00,Majorca,Mediterranean Sea
Sant Joan de Labritja,municipality of Spain,UTC+01:00,Ibiza,Mediterranean Sea
Santa Eulària des Riu,municipality of Spain,UTC+01:00,Ibiza,Mediterranean Sea
Sant Llorenç des Cardassar,municipality of Spain,UTC+01:00,Majorca,Mediterranean Sea
Ferreries,municipality of Spain,UTC+01:00,Menorca,Mediterranean Sea
Las Palmas de Gran Canaria,municipality of Spain,UTC±00:00,Gran Canaria,Atlantic Ocean
