col0,col1,col2,col3
Kaliningrad,Kaliningrad Urban Okrug,Order of the Red Banner of Labour,city of oblast significance
Khabarovsk,Khabarovsk Urban Okrug,Order of the October Revolution,city of krai significance
Kyiv,Ukraine,Order of Lenin,largest city
Perm,Perm Krai,Order of Lenin,largest city
Moscow,Russia,Hero City,largest city
Saint Petersburg,Russia,Hero City,second largest city
Minsk,Belarus,Hero City,administrative territorial entity of Belarus
Kaliningrad,Kaliningrad Urban Okrug,Order of the Red Banner of Labour,center of oblast
Minsk,Belarus,Hero City,first-level administrative country subdivision
Vladikavkaz,Vladikavkaz Urban Okrug,Order of the Red Banner of Labour,city/town
