col0,col1,col2,col3
A.&R. Ball,commercial art gallery,Alexander Ball,United States of America
Duits Gallery LTD,commercial art gallery,Charles E. Duits,United Kingdom
Asscher and Welcker,commercial art gallery,Martin Asscher,United Kingdom
Schaeffer Galleries,commercial art gallery,Hanns Schaeffer,United States of America
Gebruder Douwes,commercial art gallery,Evert J. M. Douwes Sr.,Netherlands
Galerie Julian Sander,commercial art gallery,Julian Sander,Germany
Galerie Almas,commercial art gallery,Maria Almas-Dietrich,Germany
P.P.O.W Gallery,commercial art gallery,Wendy Olsoff,United States of America
Galerie Pierre Birtschansky,commercial art gallery,Pierre Birtschansky,France
Galerie Cailleux,commercial art gallery,Paul Cailleux,France
