col0,col1,col2,col3
Kumihama Prefecture,1871-12-13,Kumihama Daikansho,Toyooka Prefecture
Ina Prefecture,1871-12-31,Mikawa Prefecture,Chikuma Prefecture
Iruma Prefecture,1873-06-15,Kawagoe Domain,Kumagaya Prefecture
Sannohe Prefecture,1869-12-30,Morioka Domain,Esashi Prefecture
Oda Prefecture,1875-12-10,Fukuyama Domain,Okayama Prefecture
Fuchū Prefecture,1868-12-11,Kōfu Daikansho,Yamanashi Prefecture
Kashiwazaki Prefecture,1873-06-10,Takada Domain,Niigata Prefecture
Niikawa Prefecture,1876-04-18,Toyama Domain,Ishikawa Prefecture
Yatsushiro Prefecture,1873-02-22,Hitoyoshi Domain,Kumamoto Prefecture
Iwahana Prefecture,1871-12-10,Yoshii Domain,Gunma Prefecture
Watarai Prefecture,1876-04-18,Toba Domain,Mie Prefecture
