col0,col1,col2,col3,col4
Bombana,regency of Indonesia,Rumbia,133553,UTC+08:00
Polewali Mandar,regency of Indonesia,Polewali,513180,UTC+08:00
Wajo,regency of Indonesia,"Sengkang, Indonesia",475610,UTC+08:00
Takalar,regency of Indonesia,Pattallassang,281020,UTC+08:00
Kepulauan Aru,island group,Dobo,100766,UTC+09:00
Maros,regency of Indonesia,Maros,395081,UTC+08:00
Barru,regency of Indonesia,Barru,168746,UTC+08:00
Sukamara,regency of Indonesia,Sukamara,50651,UTC+07:00
Sambas,regency of Indonesia,Sambas,626995,UTC+07:00
Mempawah,regency of Indonesia,Mempawah,298383,Indonesia Western Standard Time
Ketapang,regency of Indonesia,Ketapang,573809,UTC+07:00
