col0,col1,col2,col3,col4,col5
2014 Canadian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2013 Canadian Badminton Championships,Canadian Badminton Championships,2015 Canadian Badminton Championships
1995 Canadian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1994 Canadian Badminton Championships,Canadian Badminton Championships,1996 Canadian Badminton Championships
1970 Canadian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1969 Canadian Badminton Championships,Canadian Badminton Championships,1971 Canadian Badminton Championships
2011 Canadian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2010 Canadian Badminton Championships,Canadian Badminton Championships,2012 Canadian Badminton Championships
2006 Canadian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2005 Canadian Badminton Championships,Canadian Badminton Championships,2007 Canadian Badminton Championships
2002 Canadian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,2001 Canadian Badminton Championships,Canadian Badminton Championships,2003 Canadian Badminton Championships
1985 Canadian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1984 Canadian Badminton Championships,Canadian Badminton Championships,1986 Canadian Badminton Championships
1978 Canadian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1977 Canadian Badminton Championships,Canadian Badminton Championships,1979 Canadian Badminton Championships
1967 Canadian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1966 Canadian Badminton Championships,Canadian Badminton Championships,1968 Canadian Badminton Championships
1956 Canadian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1955 Canadian Badminton Championships,Canadian Badminton Championships,1965 Canadian Badminton Championships
1955 Canadian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1954 Canadian Badminton Championships,Canadian Badminton Championships,1956 Canadian Badminton Championships
1954 Canadian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1953 Canadian Badminton Championships,Canadian Badminton Championships,1955 Canadian Badminton Championships
1953 Canadian Badminton Championships,WikiProject Badminton/tournament focus list,national championship,1952 Canadian Badminton Championships,Canadian Badminton Championships,1954 Canadian Badminton Championships
