col0,col1,col2,col3,col4
1946 Paris–Brussels,Belgium,1946-04-28,road bicycle racing,1947 Paris–Brussels
1939 Paris–Brussels,Belgium,1939-04-16,road bicycle racing,1946 Paris–Brussels
1938 Paris–Brussels,Belgium,1938-04-24,road bicycle racing,1939 Paris–Brussels
1937 Paris–Brussels,Belgium,1937-04-04,road bicycle racing,1938 Paris–Brussels
1936 Paris–Brussels,Belgium,1936-04-19,road bicycle racing,1937 Paris–Brussels
1935 Paris–Brussels,Belgium,1935-04-28,road bicycle racing,1936 Paris–Brussels
1934 Paris–Brussels,Belgium,1934-04-08,road bicycle racing,1935 Paris–Brussels
1933 Paris–Brussels,Belgium,1933-04-23,road bicycle racing,1934 Paris–Brussels
1932 Paris–Brussels,Belgium,1932-04-03,road bicycle racing,1933 Paris–Brussels
1931 Paris–Brussels,Belgium,1931-04-12,road bicycle racing,1932 Paris–Brussels
1930 Paris–Brussels,Belgium,1930-05-25,road bicycle racing,1931 Paris–Brussels
1929 Paris–Brussels,Belgium,1929-06-02,road bicycle racing,1930 Paris–Brussels
1928 Paris–Brussels,Belgium,1928-05-27,road bicycle racing,1929 Paris–Brussels
1927 Paris–Brussels,Belgium,1927-05-29,road bicycle racing,1928 Paris–Brussels
