col0,col1,col2,col3,col4
Khachkar,Armenia,Kanaker-Zeytun District,cultural heritage monument in Armenia,Surb Astvatsatsin Church (Kanaker district of Yerevan)
Khachkar,Armenia,Kanaker-Zeytun District,cultural heritage monument in Armenia,Surb Astvatsatsin Church (Kanaker district of Yerevan)
Khachkar,Armenia,Kanaker-Zeytun District,cultural heritage monument in Armenia,Surb Astvatsatsin Church (Kanaker district of Yerevan)
Khachkar,Armenia,Kanaker-Zeytun District,cultural heritage monument in Armenia,Surb Astvatsatsin Church (Kanaker district of Yerevan)
Khachkar,Armenia,Kanaker-Zeytun District,cultural heritage monument in Armenia,Surb Astvatsatsin Church (Kanaker district of Yerevan)
"Armenian Genocide memorial, Etchmiadzin",Armenia,Vagharshapat,cultural heritage monument in Armenia,Etchmiadzin Cathedral
13th-century khatchkar shrine in Artavazik,Armenia,Byurakan,cultural heritage monument in Armenia,Artavazik Church
Khachkar,Armenia,Gosh,cultural heritage monument in Armenia,Goshavank
Khachkar,Armenia,Gosh,cultural heritage monument in Armenia,Goshavank
Khachkar,Armenia,Gosh,cultural heritage monument in Armenia,Goshavank
Khachkar,Armenia,Gosh,cultural heritage monument in Armenia,Goshavank
Khachkar,Armenia,Gosh,cultural heritage monument in Armenia,Goshavank
Khachkar,Armenia,Gosh,cultural heritage monument in Armenia,Goshavank
Khachkar,Armenia,Gosh,cultural heritage monument in Armenia,Goshavank
