col0,col1,col2,col3,col4
Sorbolo,abolished municipality in Italy,UTC+01:00,Italy,39.33
Sant’Agostino,abolished municipality in Italy,UTC+01:00,Italy,34.79
Ro,abolished municipality in Italy,UTC+01:00,Italy,43.2
Mirabello,abolished municipality in Italy,UTC+01:00,Italy,16.25
Migliaro,abolished municipality in Italy,UTC+01:00,Italy,22.38
Berra,abolished municipality in Italy,UTC+01:00,Italy,68.64
Figline Valdarno,abolished municipality in Italy,UTC+01:00,Italy,71.5
Acquacanina,abolished municipality in Italy,UTC+01:00,Italy,26.81
Serra Pedace,abolished municipality in Italy,UTC+01:00,Italy,59.27
Sillano,frazione,UTC+01:00,Italy,62.2
Rio Marina,frazione,UTC+01:00,Italy,19.9
