col0,col1,col2,col3
Immenhof,1995-08-01,Brigitte Blobel,Immenhof
The Tribe,2003-09-06,Raymond Thompson,The Tribe
The Agency,2003-05-17,Michael Frost Beckner,The Agency
Good Times,1979-08-01,Mike Evans,Good Times
Fifi and the Flowertots,2010-09-09,Keith Chapman,"Fifi, Morocco"
ECW,2010-02-16,Paul Heyman,Extreme Championship Wrestling
The Baron,1967-04-19,John Creasey,The Baron
Secret Smile,2005-12-13,Nicci French,Secret Smile
Dragnet,1959-08-23,Jack Webb,Dragnet 1967
The Pretender,2000-05-13,Steven Long Mitchell,Pretender
The Replacements,2009-03-30,Dan Santat,Surrogates
Kamen Rider,1980-10-10,Shōtarō Ishinomori,Kamen Rider
