col0,col1,col2,col3,col4
Macropus eugenii,species,least concern,Notamacropus,Dama Wallaby
Gray short-tailed opossum,species,least concern,Short-tailed opossum,Gray Short-tailed Opossum
Oldfield mouse,species,least concern,Peromyscus,Beach Mouse
Danio rerio,species,least concern,Danio,Zebra danio
Iberian ribbed newt,species,near threatened,Pleurodeles,Sharp-ribbed salamander
Japanese fire belly newt,species,least concern,Fire belly newts,Japanese Fire-bellied Newt
rhesus macaque,species,least concern,macaque,Rhesus macaque
Spirodela polyrhiza,species,least concern,Spirodela,giant duckweed
Japanese rice fish,species,least concern,Oryzias,Japanese killifish
Western clawed frog,species,least concern,Xenopus,Tropical Clawed Frog
African clawed frog,species,least concern,Xenopus,African Clawed Frog
Oldfield mouse,species,least concern,Peromyscus,Choctawhatchee Beach Mouse
