col0,col1,col2,col3
Blank Out,Diving,Norway,Peace Prize
Where's The Magic,Band of Gold,Norway,Where's The Magic
"Life, Love & Hope",Corporate America,United States of America,Heaven on Earth
¡Soltad a Barrabás!,Power,Spain,Hijack
Sparkle and Fade,World of Noise,United States of America,Santa Monica
Sole and the Skyrider Band Remix LP,Sole and the Skyrider Band,United States of America,Sole
T.Q.M.,Muévete,Spain,Dabadabadá
Muévete,De pata negra,Spain,Muévete
11 maneras de ponerse un sombrero,Laberinto,Spain,Ne me quitte pas
Amor de medianoche,Un ramito de violetas,Spain,Amor de medianoche
A Sultan's Ransom,Dominator,United Kingdom,Highlander
