col0,col1,col2,col3,col4
Electoral district #81,Tokmak,Electoral district of Ukraine,Artem Pshonka,156718
Electoral district #80,Melitopol,Electoral district of Ukraine,Evgenij Balitchi,156022
Electoral district #79,Vasylivka,Electoral district of Ukraine,Volodymyr Bandurov,166326
Electoral district #78,Berdiansk,Electoral district of Ukraine,Oleksandr Ponomariov,150704
Electoral district #77,Zaporizhzhia,Electoral district of Ukraine,Vyacheslav Boguslayev,135428
Electoral district #76,Zaporizhzhia,Electoral district of Ukraine,Yevgeniy Kartashov,156164
Electoral district #75,Zaporizhzhia,Electoral district of Ukraine,Igor Artjushenko,155436
Electoral district #165,Zboriv,Electoral district of Ukraine,Ivan Chaykivsky,170005
Electoral district #164,Zbarazh,Electoral district of Ukraine,Ihor Vasyliv,164660
Electoral district #123,Peremyshliany,Electoral district of Ukraine,Lidiia Koteliak,152909
Electoral district #122,Yavoriv,Electoral district of Ukraine,Vasyl Pazynyak,178460
