col0,col1,col2,col3,col4
1992 Indonesia Open Badminton Championships,Indonesia,badminton,open championship,1992-09-20
1990 Indonesia Open Badminton Championships,Indonesia,badminton,open championship,1990-07-22
1995 Indonesia Open Badminton Championships,Indonesia,badminton,open championship,1995-07-16
1983 Indonesia Open Badminton Championships,Indonesia,badminton,open championship,1983-08-28
2004 Indonesia Open Badminton Championships,Indonesia,badminton,open championship,2004-12-19
1987 Indonesia Open Badminton Championships,Indonesia,badminton,open championship,1987-07-26
2002 Indonesia Open Badminton Championships,Indonesia,badminton,open championship,2002-09-01
2011 Indonesia Super Series Premier,Indonesia,badminton,open championship,2011-06-26
2005 Indonesia Open Badminton Championships,Indonesia,badminton,open championship,2005-09-25
2008 Indonesia Super Series,Indonesia,badminton,open championship,2008-06-22
