col0,col1,col2,col3,col4,col5,col6
Styx,Pallas,Oceanus,Nike,religion in ancient Greece,Tethys,Potamoi
Pleione,Atlas,Oceanus,Calypso,religion in ancient Greece,Tethys,water deity
Metis,Zeus,Oceanus,Athena,religion in ancient Greece,Tethys,water deity
Doris,Nereus,Oceanus,Calypso,religion in ancient Greece,Tethys,Okeanid
Styx,Pallas,Oceanus,Nike,religion in ancient Greece,Tethys,Okeanid
Pleione,Atlas,Oceanus,Calypso,religion in ancient Greece,Tethys,Okeanid
Aethra,Atlas,Oceanus,Hyades,religion in ancient Greece,Tethys,Okeanid
Metis,Zeus,Oceanus,Athena,religion in ancient Greece,Tethys,Okeanid
Doris,Nereus,Oceanus,Doris,religion in ancient Greece,Tethys,Okeanid
Ceto,Helios,Oceanus,Astris,religion in ancient Greece,Tethys,water deity
Eidyia,Aeëtes,Oceanus,Medea,religion in ancient Greece,Tethys,water deity
Callirrhoe,Manes,Oceanus,Echidna,religion in ancient Greece,Tethys,water deity
Doris,Nereus,Oceanus,Phyllodoce,religion in ancient Greece,Tethys,water deity
Ceto,Helios,Oceanus,Astris,religion in ancient Greece,Tethys,Okeanid
