col0,col1,col2,col3
Skredbotnen Cirque,Antarctica,cirque,Antarctic Treaty area
Sjøbotnen Cirque,Antarctica,cirque,Antarctic Treaty area
Sengekoven Cirque,Antarctica,cirque,Antarctic Treaty area
Sandbotnen Cirque,Antarctica,cirque,Antarctic Treaty area
Rindebotnen Cirque,Antarctica,cirque,Antarctic Treaty area
Punchbowl Cirque,Antarctica,cirque,Antarctic Treaty area
Murchison Cirque,Antarctica,cirque,Antarctic Treaty area
Mjollkvaevane Cirques,Antarctica,cirque,Antarctic Treaty area
Livdebotnen Cirque,Antarctica,cirque,Antarctic Treaty area
Lapworth Cirque,Antarctica,cirque,Antarctic Treaty area
Kvitkleven Cirque,Antarctica,cirque,Antarctic Treaty area
Kendall Basin,Antarctica,cirque,Antarctic Treaty area
Grautskåla Cirque,Antarctica,cirque,Antarctic Treaty area
