col0,col1,col2,col3,col4
French submarine Téméraire,Triomphant-class submarine,ship commissioning,French Navy,France
French submarine Triomphant,Triomphant-class submarine,ship commissioning,French Navy,France
French submarine Vigilant,Triomphant-class submarine,ship commissioning,French Navy,France
French submarine Terrible,Triomphant-class submarine,ship commissioning,French Navy,France
French submarine Téméraire,Triomphant-class submarine,ceremonial ship launching,French Navy,France
French submarine Triomphant,Triomphant-class submarine,ceremonial ship launching,French Navy,France
French submarine Vigilant,Triomphant-class submarine,ceremonial ship launching,French Navy,France
French submarine Terrible,Triomphant-class submarine,ceremonial ship launching,French Navy,France
USS Mariano G. Vallejo,Benjamin Franklin-class submarine,keel laying,United States Navy,United States of America
USS Michigan,Ohio-class submarine,keel laying,United States Navy,United States of America
USS Maryland,Ohio-class submarine,keel laying,United States Navy,United States of America
