col0,col1,col2,col3
Shire of Burke,328,Burke Shire Council,Australia
Aboriginal Shire of Yarrabah,2559,Yarrabah Aboriginal Shire Council,Australia
City of Townsville,186757,Townsville City Council,Australia
Torres Strait Island Region,4514,Torres Strait Island Regional Council,Australia
Southern Downs Region,35110,Southern Downs Regional Council,Australia
Somerset Region,24597,Somerset Regional Council,Australia
Shire of Richmond,791,Richmond Shire Council,Australia
Shire of Paroo,1640,Paroo Shire Council,Australia
Aboriginal Shire of Palm Island,2446,Palm Island Aboriginal Shire Council,Australia
North Burnett Region,10478,North Burnett Regional Council,Australia
Shire of Murweh,4307,Murweh Shire Council,Australia
City of Mount Isa,18671,Mount Isa City Council,Australia
Shire of McKinlay,796,McKinlay Shire Council,Australia
