col0,col1,col2,col3
Woodlands County,Whitecourt,Canada,municipal district of Alberta
Willow Creek No. 26,Claresholm,Canada,municipal district of Alberta
Wheatland County,Strathmore,Canada,municipal district of Alberta
County of Wetaskiwin No. 10,Wetaskiwin,Canada,municipal district of Alberta
Westlock County,Westlock,Canada,municipal district of Alberta
County of Warner No. 5,Warner,Canada,municipal district of Alberta
Municipal District of Taber,Taber,Canada,municipal district of Alberta
Municipal District of Ranchland No. 66,Nanton,Canada,municipal district of Alberta
Pincher Creek No. 9,Pincher Creek,Canada,municipal district of Alberta
Lethbridge County,Lethbridge,Canada,municipal district of Alberta
County of Forty Mile No. 8,Foremost,Canada,municipal district of Alberta
Cypress County,Dunmore,Canada,municipal district of Alberta
