col0,col1,col2,col3
HMGCL,gene,human chromosome 1,3-hydroxy-3-methylglutaryl-CoA lyase
HMGN2,gene,human chromosome 1,High mobility group nucleosomal binding domain 2
HLX,gene,human chromosome 1,H2.0 like homeobox
MR1,gene,human chromosome 1,"Major histocompatibility complex, class I-related"
ZBTB48,gene,human chromosome 1,Zinc finger and BTB domain containing 48
CFHR2,gene,human chromosome 1,Complement factor H related 2
CFHR1,gene,human chromosome 1,Complement factor H related 1
HDGF,gene,human chromosome 1,Heparin binding growth factor
HCRTR1,gene,human chromosome 1,Hypocretin receptor 1
H3-3A,gene,human chromosome 1,H3.3 histone B
ROR1,gene,human chromosome 1,Receptor tyrosine kinase like orphan receptor 1
DCXR,gene,human chromosome 17,L-xylulose reductase
TUBD1,gene,human chromosome 17,Tubulin delta 1
MYO15A,gene,human chromosome 17,Unconventional myosin-XV
JPT1,gene,human chromosome 17,Jupiter microtubule associated homolog 1
