col0,col1,col2,col3,col4
Carved Bowl,copyrighted,Carved Bowl,Cleveland Museum of Art,item of collection or exhibition
Carved Bowl,copyrighted,Carved Bowl,Cleveland Museum of Art,item of collection or exhibition
Cup,copyrighted,Cup,Cleveland Museum of Art,item of collection or exhibition
Bull's-head Lamp,public domain,Bull's-head Lamp,Cleveland Museum of Art,item of collection or exhibition
Bes Lamp,public domain,Bes Lamp,Cleveland Museum of Art,item of collection or exhibition
Black-Topped Bowl,public domain,Black-Topped Bowl,Cleveland Museum of Art,item of collection or exhibition
Decorated Amphora with Ibex Head,public domain,Decorated Amphora with Ibex Head,Cleveland Museum of Art,item of collection or exhibition
Barbotine Vase,public domain,Barbotine Vase,Cleveland Museum of Art,item of collection or exhibition
Squat Jar with Lug Handles,public domain,Squat Jar with Lug Handles,Cleveland Museum of Art,item of collection or exhibition
Decorated Jar with Rope Pattern,public domain,Decorated Jar with Rope Pattern,Cleveland Museum of Art,item of collection or exhibition
Storage Jar,public domain,Storage Jar,Cleveland Museum of Art,item of collection or exhibition
Wavy-Handled Jar,public domain,Wavy-Handled Jar,Cleveland Museum of Art,item of collection or exhibition
Bowl,public domain,Bowl,Cleveland Museum of Art,item of collection or exhibition
Bowl,public domain,Bowl,Cleveland Museum of Art,item of collection or exhibition
Shallow Dish,public domain,Shallow Dish,Cleveland Museum of Art,item of collection or exhibition
