col0,col1,col2,col3
The Life of Timon of Athens,The Life of Timon of Athens,William Shakespeare,The Yale Shakespeare
The Tragedy of Antony and Cleopatra,The Tragedy of Antony and Cleopatra,William Shakespeare,The Yale Shakespeare
Danish,Danish,Michael Herslund,Languages of the World
Geologic Tours in the Las Vegas Area - Expanded Edition,Geologic Tours in the Las Vegas Area - Expanded Edition,Jonathan G. Price,Nevada Bureau of Mines and Geology Special Publication
Connecting Grammaticalisation,Connecting Grammaticalisation,Jens Nørgård-Sørensen,Studies in Functional and Structural Linguistics
Dimensions of Possession,Dimensions of Possession,Michael Herslund,Typological Studies in Language
Terrorist Assemblages Homonationalism in Queer Times (Next Wave New Directions in Womens Studies),Terrorist Assemblages,Jasbir Puar,Next Wave: New Directions in Women's Studies
"Terrorist Assemblages, Expanded 10th anniversary edition",Terrorist Assemblages,Jasbir Puar,Next Wave: New Directions in Women's Studies
Wikis: Tools for Information Work and Collaboration,Wikis,Angela Beesley Starling,Chandos Information Professional Series
Terrorist Assemblages: Homonationalism in Queer Times,Terrorist Assemblages,Jasbir Puar,Next Wave: New Directions in Women's Studies
Gaussian Processes for Machine Learning,Gaussian Processes for Machine Learning,Carl Edward Rasmussen,Adaptive Computation and Machine Learning
Mathematics and Its History,Mathematics and Its History,John Stillwell,Undergraduate Texts in Mathematics
Africa's tarnished name,Africa's tarnished name,Chinua Achebe,Penguin Modern
Set Theory,Set Theory,Thomas Jech,Springer Monographs in Mathematics
Logical Foundations of Mathematics and Computational Complexity: A Gentle Introduction,Logical Foundations of Mathematics and Computational Complexity,Pavel Pudl,Springer Monographs in Mathematics
