col0,col1,col2,col3,col4
Echavarría,Echavarria,Spanish,Latin script,Echavarría
Azurmendi,Asurmendi,Basque,Latin script,Azurmendi
Velasco,Develasco,Spanish,Latin script,Velasco
Karrera,Carrera,Basque,Latin script,Karrera
Agerre,Agirre,French,Latin script,Agerre
Beitia,Veitia,Basque,Latin script,Beitia
Arregui,Arregi,Spanish,Latin script,Arregui
Belasco,Velasco,Spanish,Latin script,Belasco
Armendáriz,Armendariz,Spanish,Latin script,Armendáriz
Echegaray,Etxegarai,Spanish,Latin script,Echegaray
Eguren,Eguiguren,Spanish,Latin script,Eguren
