col0,col1,col2,col3,col4
Electoral district #117,Lviv,Electoral district of Ukraine,Ihor Vasyunyk,168886
Electoral district #116,Lviv,Electoral district of Ukraine,Mykola Kniazhytskyi,170998
Electoral district #115,Lviv,Electoral district of Ukraine,Mykhailo Khmil,168781
Electoral district #114,Bilovodsk,Electoral district of Ukraine,Vladimir Demishkan,105914
Electoral district #113,Svatove,Electoral district of Ukraine,Vitalii Semenovych Kurylo,145650
Electoral district #112,Rubizhne,Electoral district of Ukraine,Serhiy Velmozhny,65081
Electoral district #108,Khrustalnyi,Electoral district of Ukraine,Valerii Moshenskyi,161450
Electoral district #107,Lysychansk,Electoral district of Ukraine,Oleksandr Sukhov,103049
Electoral district #106,Sievierodonetsk,Electoral district of Ukraine,Yevgeny Bakulin,98868
Electoral district #105,Luhansk,Electoral district of Ukraine,VIktoriya Hryb,9411
Electoral district #103,Oleksandriia,Electoral district of Ukraine,Serhiy Kuzmenko,142671
Electoral district #102,Znamianka,Electoral district of Ukraine,Dovgiy_Oles,140449
Electoral district #101,Holovanivsk,Electoral district of Ukraine,Mykhailo Poplavskyi,139305
