col0,col1,col2,col3,col4
2019 Giro della Toscana Int. Femminile – Memorial Michela Fanini,Ukrainian women's national road cycling team 2019,Giro della Toscana Int. Femminile - Memorial Michela Fanini,Soraya Paladin,Soraya Paladin
2018 Giro della Toscana Int. Femminile – Memorial Michela Fanini,Team Dukla Praha Women 2018,Giro della Toscana Int. Femminile - Memorial Michela Fanini,Elena Franchi,Elena Franchi
2017 Giro della Toscana Int. Femminile – Memorial Michela Fanini,Cervélo-Bigla 2017,2.2,Ashleigh Moolman-Pasio,Janneke Ensing
2018 Giro della Toscana Int. Femminile – Memorial Michela Fanini,2018 Valcar-PBM season,2.2,Soraya Paladin,Tetyana Riabchenko
2017 Giro della Toscana Int. Femminile – Memorial Michela Fanini,Israel women's national road cycling team 2017,2.2,Cecilie Uttrup Ludwig,Ashleigh Moolman-Pasio
2018 Giro della Toscana Int. Femminile – Memorial Michela Fanini,2018 Valcar-PBM season,Giro della Toscana Int. Femminile - Memorial Michela Fanini,Soraya Paladin,Tetyana Riabchenko
2017 Giro della Toscana Int. Femminile – Memorial Michela Fanini,Israel women's national road cycling team 2017,Giro della Toscana Int. Femminile - Memorial Michela Fanini,Cecilie Uttrup Ludwig,Ashleigh Moolman-Pasio
2019 Giro della Toscana Int. Femminile – Memorial Michela Fanini,Drops 2019,2.2,Anastasia Chursina,Anastasia Chursina
2018 Giro della Toscana Int. Femminile – Memorial Michela Fanini,2018 Valcar-PBM season,2.2,Sofia Bertizzolo,Sofia Bertizzolo
2019 Giro della Toscana Int. Femminile – Memorial Michela Fanini,Drops 2019,Giro della Toscana Int. Femminile - Memorial Michela Fanini,Anastasia Chursina,Anastasia Chursina
