col0,col1,col2,col3
William Beardmore and Company,commercial organization,Parkhead,automotive industry
MyHeritage,commercial organization,Or Yehuda,genealogy
Ankama,commercial organization,Roubaix,video game industry
Amazon Web Services,commercial organization,Seattle,cloud computing
McKinsey & Company,commercial organization,New York City,management consulting industry
Nival Interactive,commercial organization,Moscow,video game industry
Volkswagen Group,commercial organization,Wolfsburg,automotive industry
Walter Aircraft Engines,commercial organization,Prague,aerospace
LKAB,commercial organization,Luleå,mining
Istanbul Deniz Otobusleri,public enterprise,Istanbul,maritime transport
