col0,col1,col2,col3
The George Burns Show,NBC,Rod Amateau,1
Father of the Bride,CBS,Richard Whorf,1
True Colors,Fox Broadcasting Company,Peter Bonerz,2
My Sister Sam,CBS,Peter Bonerz,2
Cracking Up,Fox Broadcasting Company,Michael Spiller,1
A Minute with Stan Hooper,Fox Broadcasting Company,Jeff Melman,1
Style & Substance,CBS,Jay Sandrich,1
The Fanelli Boys,NBC,Jack Shea,1
Camp Runamuck,NBC,Hal March,1
My Living Doll,CBS,Ezra Stone,1
The Fanelli Boys,NBC,James Burrows,1
Glynis,CBS,E.W. Swackhamer,1
Eisenhower and Lutz,CBS,David Steinberg,1
The Fanelli Boys,NBC,David Steinberg,1
True Colors,Fox Broadcasting Company,Arlene Sanford,2
