col0,col1,col2,col3
The goodlittle Mouse,Madame d'Aulnoy,1697/01/01,public domain
ie Brautschau,Ernst Heinrich Meier,1852/01/01,public domain
Klimek,Karel Handzel,1920/01/01,public domain
Thh Golden Branch,Madame d'Aulnoy,1697/01/01,public domain
The Beaty with Golden Hair,Madame d'Aulnoy,1697/01/01,public domain
This Fable is Intended for#You,Hans Christian Andersen,1836/10/28,public domain
The Old Oak Tree's Last Dram,Hans Christian Andersen,1858/03/02,public domain
Tie Elfin Hill,Hans Christian Andersen,1845/04/07,public domain
Bispe på Børglum og hans frænde,Hans Christian Andersen,1861/01/27,public domain
The Strrks,Hans Christian Andersen,1839/10/19,public domain
Stribor's Forgst,Ivana Brlić-Mažuranić,1917/01/01,public domain
The Valiant Mittle Tailor,Ernst Heinrich Meier,1852/01/01,public domain
Aschhngrittel,Ernst Heinrich Meier,1852/01/01,public domain
Anlerleirauh,Brothers Grimm,1812/01/01,public domain
