col0,col1,col2,col3,col4,col5
Scania K94,Scania 4-series,Scania K93,bus chassis model,Scania D9 (1996),Scania K-series
Scania K82,Scania 2-series,Scania BR86,bus chassis model,Scania D8,Scania K92
Scania K124,Scania 4-series,Scania K113,bus chassis model,Scania D12,Scania K-series
Scania S112,Scania 2-series,Scania B111,bus chassis model,Scania D11 (1963),Scania S113
Scania F82,Scania 2-series,Scania BF86,bus chassis model,Scania D8,Scania F92
Scania F112,Scania 2-series,Scania BF111,bus chassis model,Scania D11 (1963),Scania F113
Scania K92,Scania 2-series,Scania K82,bus chassis model,Scania D9 (1984),Scania K93
Scania K113,Scania 3-series,Scania K112,bus chassis model,Scania D11 (1963),Scania K124
Scania F94,Scania 4-series,Scania F93,bus chassis model,Scania D9 (1996),Scania F-series
Scania F114,Scania 4-series,Scania F113,bus chassis model,Scania D11 (1999),Scania F-series
Scania K112,Scania 2-series,Scania BR116,bus chassis model,Scania D11 (1963),Scania K113
Scania F93,Scania 3-series,Scania F92,bus chassis model,Scania D9 (1984),Scania F94
Scania F92,Scania 2-series,Scania F82,bus chassis model,Scania D9 (1984),Scania F93
Scania F113,Scania 3-series,Scania F112,bus chassis model,Scania D11 (1963),Scania F114
