col0,col1,col2,col3
Ardmillan,United Kingdom,Edinburgh,residential area
Hammarby Sjöstad,Sweden,Södra Hammarbyhamnen,residential area
Riksrådsvägen,Sweden,Skarpnäcks gård,residential area
Merihaka,Finland,Sörnäinen,residential area
Villastaden,Sweden,Östermalm,Residential Zone
Lapinrinne,Finland,Korkalovaara,residential area
Keimolanmäki,Finland,Keimola,residential area
Villastaden,Sweden,Östermalm,residential area
Tranebergs strand,Sweden,Traneberg,residential area
Suvela,Finland,Espoon keskus,residential area
Sickla udde,Sweden,Hammarby Sjöstad,residential area
Kungsklippan,Sweden,Kungsholmen,residential area
Östra Söderkulla,Sweden,Fosie,residential area
Sågen,Sweden,Vendelsö,residential area
"Nydala, Malmö",Sweden,Fosie,residential area
