col0,col1,col2,col3,col4
OGLE SMC-CEP-4264,classical Cepheid variable,J2000.0,17.8321068926289,Tucana
OGLE SMC-CEP-3980,classical Cepheid variable,J2000.0,16.9508027255281,Tucana
OGLE SMC-CEP-3896,classical Cepheid variable,J2000.0,16.751909784721,Tucana
OGLE SMC-CEP-4226,classical Cepheid variable,J2000.0,17.6984913703472,Tucana
OGLE SMC-CEP-3771,classical Cepheid variable,J2000.0,16.4439187768905,Tucana
OGLE SMC-CEP-4121,classical Cepheid variable,J2000.0,17.3384592083162,Tucana
OGLE SMC-CEP-3876,classical Cepheid variable,J2000.0,16.7009120730916,Tucana
OGLE SMC-CEP-4135,classical Cepheid variable,J2000.0,17.3908978299551,Tucana
OGLE SMC-CEP-4260,classical Cepheid variable,J2000.0,17.8203133470107,Tucana
OGLE SMC-CEP-3919,classical Cepheid variable,J2000.0,16.7984793962422,Tucana
SV* HV 2128,classical Cepheid variable,J2000.0,17.5244005982679,Tucana
OGLE SMC-CEP-3820,classical Cepheid variable,J2000.0,16.5582715706964,Tucana
