col0,col1,col2,col3
Journal of the Serbian Chemical Society,chemistry,Glasnik Hemijskog drustva Beograd = Bulletin de la Societe chimique Beograd,APC-free journal
Archives of Public Health,public health,Archives belges = Belgisch archief,APC-funded journal
Botanical Studies,botany,Botanical Bulletin of Academia Sinica,APC-funded journal
Florida Entomologist,zoology,The Florida buggist : official organ of the Florida Entomological Society,APC-funded journal
Journal of otolaryngology - head & neck surgery,surgery,The Journal of otolaryngology,APC-funded journal
Journal of Applied Microbiology,microbiology,Journal of Applied Bacteriology,society journal
Journal of Bioscience and Bioengineering,biotechnology,Journal of fermentation technology,society journal
Archives of Public Health,public health,Archives belges = Belgisch archief,society journal
International Journal of Dermatology,dermatology,Dermatologia internationalis,society journal
Journal of the Serbian Chemical Society,chemistry,Glasnik Hemijskog drustva Beograd = Bulletin de la Societe chimique Beograd,society journal
