col0,col1,col2,col3
Prime Pages ID,M6972593,Wikidata property related to mathematics,eventually complete
opinion joined by,Roe v. Wade,Wikidata property related to law and justice,always incomplete
MEA Indian Mission ID,"Embassy of India, Washington, D.C.",Wikidata property for an identifier,eventually complete
Pathway Ontology ID,G-protein coupled receptor signaling pathway,Wikidata property for an identifier,eventually complete
Prime Pages ID,M6972593,Wikidata property for an identifier,eventually complete
Transporter Classification Database ID,voltage-gated ion channel,Wikidata property for an identifier,eventually complete
aperture,Canon EF 1200mm lens,Wikidata property,always incomplete
Wildlife Protection Act 1972,Gazella bennettii,Wikidata property,eventually complete
MEA Indian Mission ID,"Embassy of India, Washington, D.C.",Wikidata property,eventually complete
charge conjugation quantum number,photon,Wikidata property,eventually complete
