col0,col1,col2,col3
Berlin Storkower Straße station,Central European Time,1881-05-04,Berlin Ringbahn
Hasselbrook station,Central European Time,1907-08-12,Lübeck–Hamburg railway line
Blankenfelde station,Central European Time,1950-10-08,Berlin–Dresden railway
Attilastraße station,Central European Time,1895-02-15,Berlin–Dresden railway
Blankenese station,Central European Time,1867-05-19,Altona–Blankenese railway
Hennigsdorf station,Central European Time,1893-10-01,Kremmen Railway
Berlin Wollankstraße station,Central European Time,1877-07-01,Kremmen Railway
Eichborndamm station,Central European Time,1995-05-28,Kremmen Railway
Berlin Alt-Reinickendorf station,Central European Time,1995-05-28,Kremmen Railway
Wilhelmsburg station,Central European Time,1872-01-01,Wanne-Eickel–Hamburg railway
Hammerbrook station,Central European Time,1983-09-24,Harburg S-Bahn
Neuenhagen station,Central European Time,1867-10-01,S5 (Berlin)
